,Company Name,Date,Environment,Social,Governance,ESG_ratings,Final_ESG_Score,Historical_esg_score
10479,"S.F. Holding Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,19.0,19.0,19.0
10480,"S.M. Entertainment Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,21.2,21.2,21.2
10481,S.T. Corp.,2024-03-19,-1.0,-1.0,-1.0,30.4,30.4,30.4
10482,"S&P Global, Inc.",2024-03-19,-1.0,-1.0,-1.0,13.0,13.0,13.0
10483,S&S TECH Corp.,2024-03-19,-1.0,-1.0,-1.0,26.4,26.4,26.4
10484,"S&T Bancorp, Inc.",2024-03-19,-1.0,-1.0,-1.0,31.6,31.6,31.6
10461,Ryerson Holding Corp.,2024-03-19,-1.0,-1.0,-1.0,21.7,21.7,21.7
10433,"RPC, Inc.",2024-03-19,-1.0,-1.0,-1.0,32.0,32.0,32.0
10460,"Ryder System, Inc.",2024-03-19,-1.0,-1.0,-1.0,15.0,15.0,15.0
10458,"Ryan Specialty Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,24.2,24.2,24.2
10435,RPT Realty,2024-03-19,-1.0,-1.0,-1.0,14.1,14.1,14.1
10436,RS Group Plc,2024-03-19,-1.0,-1.0,-1.0,6.4,6.4,6.4
10437,RS Technologies Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,38.3,38.3,38.3
10438,RTL Group SA,2024-03-19,-1.0,-1.0,-1.0,14.6,14.6,14.6
10439,RTX A/S,2024-03-19,-1.0,-1.0,-1.0,15.4,15.4,15.4
10440,RTX Corp.,2024-03-19,-1.0,-1.0,-1.0,31.0,31.0,31.0
10441,Rubis SCA,2024-03-19,-1.0,-1.0,-1.0,30.7,30.7,30.7
10442,"Ruentex Development Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,20.4,20.4,20.4
10443,Ruentex Engineering & Construction Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,43.2,43.2,43.2
10444,Ruentex Industries Ltd.,2024-03-19,-1.0,-1.0,-1.0,18.7,18.7,18.7
10445,RUMO SA,2024-03-19,-1.0,-1.0,-1.0,27.8,27.8,27.8
10446,Run Long Construction Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,43.2,43.2,43.2
10447,Rural Funds Group,2024-03-19,-1.0,-1.0,-1.0,16.6,16.6,16.6
10448,"Rush Enterprises, Inc.",2024-03-19,-1.0,-1.0,-1.0,20.2,20.2,20.2
10449,"Rush Street Interactive, Inc.",2024-03-19,-1.0,-1.0,-1.0,30.6,30.6,30.6
10450,"Russel Metals, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.5,18.5,18.5
10451,Rutas del Este SA,2024-03-19,-1.0,-1.0,-1.0,7.0,7.0,7.0
10452,Ruwais Power Co. PJSC,2024-03-19,-1.0,-1.0,-1.0,31.7,31.7,31.7
10453,RVRC Holding AB,2024-03-19,-1.0,-1.0,-1.0,18.0,18.0,18.0
10454,RWE AG,2024-03-19,-1.0,-1.0,-1.0,23.5,23.5,23.5
10455,RWS Holdings Plc,2024-03-19,-1.0,-1.0,-1.0,15.3,15.3,15.3
10456,"RXO, Inc.",2024-03-19,-1.0,-1.0,-1.0,20.7,20.7,20.7
10457,"RxSight, Inc.",2024-03-19,-1.0,-1.0,-1.0,21.6,21.6,21.6
10459,Ryanair Holdings Plc,2024-03-19,-1.0,-1.0,-1.0,23.6,23.6,23.6
10164,"Raytron Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,42.4,42.4,42.4
10163,RaySearch Laboratories AB,2024-03-19,-1.0,-1.0,-1.0,20.3,20.3,20.3
10162,"Rayonier, Inc.",2024-03-19,-1.0,-1.0,-1.0,9.3,9.3,9.3
9869,PT Golden Eagle Energy Tbk,2024-03-19,-1.0,-1.0,-1.0,47.4,47.4,47.4
9870,PT GoTo Gojek Tokopedia,2024-03-19,-1.0,-1.0,-1.0,21.1,21.1,21.1
9871,PT Grahaprima Suksesmandiri Tbk,2024-03-19,-1.0,-1.0,-1.0,21.0,21.0,21.0
9872,PT Gudang Garam Tbk,2024-03-19,-1.0,-1.0,-1.0,41.8,41.8,41.8
9873,PT Gunung Raja Paksi,2024-03-19,-1.0,-1.0,-1.0,37.2,37.2,37.2
9874,PT Hanjaya Mandala Sampoerna Tbk,2024-03-19,-1.0,-1.0,-1.0,32.1,32.1,32.1
9875,PT Harum Energy Tbk,2024-03-19,-1.0,-1.0,-1.0,44.7,44.7,44.7
9876,PT Hyundai Motor Manufacturing Indonesia,2024-03-19,-1.0,-1.0,-1.0,12.8,12.8,12.8
9877,PT Impack Pratama Industri Tbk,2024-03-19,-1.0,-1.0,-1.0,27.5,27.5,27.5
9878,PT Indah Kiat Pulp & Paper Tbk,2024-03-19,-1.0,-1.0,-1.0,27.4,27.4,27.4
9879,PT Indika Energy Tbk,2024-03-19,-1.0,-1.0,-1.0,34.9,34.9,34.9
9880,PT Indo Tambangraya Megah Tbk,2024-03-19,-1.0,-1.0,-1.0,34.5,34.5,34.5
9881,PT Indocement Tunggal Prakarsa Tbk,2024-03-19,-1.0,-1.0,-1.0,29.8,29.8,29.8
9882,PT Indofood CBP Sukses Makmur Tbk,2024-03-19,-1.0,-1.0,-1.0,35.7,35.7,35.7
9883,PT Indofood Sukses Makmur Tbk,2024-03-19,-1.0,-1.0,-1.0,39.6,39.6,39.6
9884,PT Indonesia Asahan Aluminium (Persero),2024-03-19,-1.0,-1.0,-1.0,44.4,44.4,44.4
9885,PT Indosat Tbk,2024-03-19,-1.0,-1.0,-1.0,33.3,33.3,33.3
9886,PT Industri Jamu dan Farmasi Sido Muncul Tbk,2024-03-19,-1.0,-1.0,-1.0,19.1,19.1,19.1
9887,PT Japfa Comfeed Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,41.7,41.7,41.7
9888,PT Jasa Marga (Persero) Tbk,2024-03-19,-1.0,-1.0,-1.0,12.9,12.9,12.9
9889,PT Jayamas Medica Industri,2024-03-19,-1.0,-1.0,-1.0,28.8,28.8,28.8
9890,PT Kalbe Farma Tbk,2024-03-19,-1.0,-1.0,-1.0,34.3,34.3,34.3
9891,PT Kawasan Industri Jababeka Tbk,2024-03-19,-1.0,-1.0,-1.0,23.0,23.0,23.0
9868,PT Global Mediacom Tbk,2024-03-19,-1.0,-1.0,-1.0,18.1,18.1,18.1
9892,PT Kilang Pertamina Internasional,2024-03-19,-1.0,-1.0,-1.0,24.2,24.2,24.2
9867,PT Garudafood Putra Putri Jaya Tbk,2024-03-19,-1.0,-1.0,-1.0,35.3,35.3,35.3
9865,PT ESSA Industries Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,49.5,49.5,49.5
9842,PT BFI Finance Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,25.0,25.0,25.0
9843,PT Bintang Oto Global,2024-03-19,-1.0,-1.0,-1.0,18.5,18.5,18.5
9844,PT Bukalapak.com Tbk,2024-03-19,-1.0,-1.0,-1.0,29.2,29.2,29.2
9845,PT Bukit Asam Tbk,2024-03-19,-1.0,-1.0,-1.0,31.5,31.5,31.5
9846,PT Bumi Resources Minerals Tbk,2024-03-19,-1.0,-1.0,-1.0,50.4,50.4,50.4
9847,PT Bumi Resources Tbk,2024-03-19,-1.0,-1.0,-1.0,48.3,48.3,48.3
9848,PT Bumi Serpong Damai Tbk,2024-03-19,-1.0,-1.0,-1.0,14.8,14.8,14.8
9849,PT Bursa Efek Indonesia,2024-03-19,-1.0,-1.0,-1.0,16.9,16.9,16.9
9850,PT Capital Financial Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,37.6,37.6,37.6
9851,PT Cemindo Gemilang,2024-03-19,-1.0,-1.0,-1.0,36.5,36.5,36.5
9852,PT Chandra Asri Petrochemical Tbk,2024-03-19,-1.0,-1.0,-1.0,16.6,16.6,16.6
9853,PT Charoen Pokphand Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,41.2,41.2,41.2
8871,NOS SGPS SA,2024-03-19,-1.0,-1.0,-1.0,14.6,14.6,14.6
9855,PT Ciputra Development Tbk,2024-03-19,-1.0,-1.0,-1.0,18.9,18.9,18.9
9856,PT Cisarua Mountain Dairy,2024-03-19,-1.0,-1.0,-1.0,18.8,18.8,18.8
9857,PT Dayamitra Telekomunikasi,2024-03-19,-1.0,-1.0,-1.0,22.0,22.0,22.0
9858,PT Delta Dunia Makmur Tbk,2024-03-19,-1.0,-1.0,-1.0,32.7,32.7,32.7
9859,PT Dharma Satya Nusantara Tbk,2024-03-19,-1.0,-1.0,-1.0,35.4,35.4,35.4
9860,PT Digital Mediatama Maxima,2024-03-19,-1.0,-1.0,-1.0,20.8,20.8,20.8
9861,PT Elang Mahkota Teknologi Tbk,2024-03-19,-1.0,-1.0,-1.0,14.9,14.9,14.9
9862,PT Elnusa Tbk,2024-03-19,-1.0,-1.0,-1.0,30.8,30.8,30.8
9863,PT Energi Mega Persada Tbk,2024-03-19,-1.0,-1.0,-1.0,46.2,46.2,46.2
9864,PT Erajaya Swasembada Tbk,2024-03-19,-1.0,-1.0,-1.0,12.7,12.7,12.7
9866,PT Freeport Indonesia,2024-03-19,-1.0,-1.0,-1.0,39.6,39.6,39.6
9841,PT Berkah Beton Sadaya Tbk,2024-03-19,-1.0,-1.0,-1.0,39.8,39.8,39.8
9893,PT Lippo Karawaci Tbk,2024-03-19,-1.0,-1.0,-1.0,22.4,22.4,22.4
9895,PT Mayora Indah Tbk,2024-03-19,-1.0,-1.0,-1.0,31.2,31.2,31.2
9923,PT Perusahaan Perkebunan London Sumatra Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,33.6,33.6,33.6
9924,PT PP (Persero) Tbk,2024-03-19,-1.0,-1.0,-1.0,39.5,39.5,39.5
9925,PT Prima Andalan Mandiri Tbk,2024-03-19,-1.0,-1.0,-1.0,42.9,42.9,42.9
9926,PT Pupuk Kalimantan Timur,2024-03-19,-1.0,-1.0,-1.0,21.3,21.3,21.3
9927,PT Ramayana Lestari Sentosa Tbk,2024-03-19,-1.0,-1.0,-1.0,19.9,19.9,19.9
9928,PT RMK Energy Tbk,2024-03-19,-1.0,-1.0,-1.0,22.7,22.7,22.7
9929,PT Rukun Raharja Tbk,2024-03-19,-1.0,-1.0,-1.0,37.6,37.6,37.6
9930,PT Saka Energi Indonesia,2024-03-19,-1.0,-1.0,-1.0,52.5,52.5,52.5
9931,PT Samudera Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,22.8,22.8,22.8
9932,PT Sarana Menara Nusantara Tbk,2024-03-19,-1.0,-1.0,-1.0,24.5,24.5,24.5
9933,PT Saratoga Investama Sedaya Tbk,2024-03-19,-1.0,-1.0,-1.0,29.4,29.4,29.4
9934,PT Sawit Sumbermas Sarana Tbk,2024-03-19,-1.0,-1.0,-1.0,33.4,33.4,33.4
9935,PT Selamat Sempurna Tbk,2024-03-19,-1.0,-1.0,-1.0,13.4,13.4,13.4
9936,PT Semen Indonesia (Persero) Tbk,2024-03-19,-1.0,-1.0,-1.0,22.9,22.9,22.9
9937,PT Siloam International Hospitals Tbk,2024-03-19,-1.0,-1.0,-1.0,29.6,29.6,29.6
9938,PT Smartfren Telecom Tbk,2024-03-19,-1.0,-1.0,-1.0,38.1,38.1,38.1
9939,PT Solusi Sinergi Digital Tbk,2024-03-19,-1.0,-1.0,-1.0,27.7,27.7,27.7
9940,PT Sumber Alfaria Trijaya Tbk,2024-03-19,-1.0,-1.0,-1.0,32.7,32.7,32.7
9941,PT Sumber Global Energy Tbk,2024-03-19,-1.0,-1.0,-1.0,53.3,53.3,53.3
9942,PT Sumber Tani Agung Resources Tbk,2024-03-19,-1.0,-1.0,-1.0,38.3,38.3,38.3
9943,PT Summarecon Agung Tbk,2024-03-19,-1.0,-1.0,-1.0,25.7,25.7,25.7
9944,PT Surya Citra Media Tbk,2024-03-19,-1.0,-1.0,-1.0,15.3,15.3,15.3
9945,PT Telkom Indonesia (Persero) Tbk,2024-03-19,-1.0,-1.0,-1.0,27.1,27.1,27.1
9922,PT Perusahaan Listrik Negara (Persero),2024-03-19,-1.0,-1.0,-1.0,30.8,30.8,30.8
9894,PT Matahari Department Store Tbk,2024-03-19,-1.0,-1.0,-1.0,18.1,18.1,18.1
9921,PT Perusahaan Gas Negara Tbk,2024-03-19,-1.0,-1.0,-1.0,24.7,24.7,24.7
9919,PT Pertamina Hulu Energi,2024-03-19,-1.0,-1.0,-1.0,21.5,21.5,21.5
9896,PT MD Pictures,2024-03-19,-1.0,-1.0,-1.0,18.0,18.0,18.0
9897,PT Medco Energi Internasional Tbk,2024-03-19,-1.0,-1.0,-1.0,29.6,29.6,29.6
9898,PT Media Nusantara Citra Tbk,2024-03-19,-1.0,-1.0,-1.0,17.9,17.9,17.9
9899,PT Medikaloka Hermina,2024-03-19,-1.0,-1.0,-1.0,34.1,34.1,34.1
9900,PT Merdeka Battery Materials Tbk,2024-03-19,-1.0,-1.0,-1.0,45.8,45.8,45.8
9901,PT Merdeka Copper Gold Tbk,2024-03-19,-1.0,-1.0,-1.0,31.8,31.8,31.8
9902,PT Metro Healthcare Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,26.5,26.5,26.5
9903,PT Metrodata Electronics Tbk,2024-03-19,-1.0,-1.0,-1.0,24.3,24.3,24.3
9904,PT Mitra Adiperkasa Tbk,2024-03-19,-1.0,-1.0,-1.0,20.3,20.3,20.3
9905,PT Mitra Keluarga Karyasehat Tbk,2024-03-19,-1.0,-1.0,-1.0,25.7,25.7,25.7
9906,PT Mitra Pack Tbk,2024-03-19,-1.0,-1.0,-1.0,29.4,29.4,29.4
9907,PT Mitra Pinasthika Mustika Tbk,2024-03-19,-1.0,-1.0,-1.0,18.6,18.6,18.6
9908,PT MNC Digital Entertainment Tbk,2024-03-19,-1.0,-1.0,-1.0,19.4,19.4,19.4
9909,PT OKI Pulp & Paper Mills,2024-03-19,-1.0,-1.0,-1.0,23.0,23.0,23.0
9910,PT Pabrik Kertas Tjiwi Kimia Tbk,2024-03-19,-1.0,-1.0,-1.0,30.4,30.4,30.4
9911,PT Pacific Strategic Financial Tbk,2024-03-19,-1.0,-1.0,-1.0,30.9,30.9,30.9
9912,PT Paiton Energy,2024-03-19,-1.0,-1.0,-1.0,49.1,49.1,49.1
9913,PT Pakuwon Jati Tbk,2024-03-19,-1.0,-1.0,-1.0,19.4,19.4,19.4
9914,PT Panin Financial Tbk,2024-03-19,-1.0,-1.0,-1.0,28.4,28.4,28.4
9915,PT Pelabuhan Indonesia (Persero),2024-03-19,-1.0,-1.0,-1.0,13.1,13.1,13.1
9916,PT Perkebunan Nusantara III (Persero),2024-03-19,-1.0,-1.0,-1.0,17.1,17.1,17.1
9917,PT Pertamina (Persero),2024-03-19,-1.0,-1.0,-1.0,20.7,20.7,20.7
9918,PT Pertamina Geothermal Energy Tbk,2024-03-19,-1.0,-1.0,-1.0,8.4,8.4,8.4
9920,PT Pertamina Power Indonesia,2024-03-19,-1.0,-1.0,-1.0,13.0,13.0,13.0
9946,PT Temas Tbk,2024-03-19,-1.0,-1.0,-1.0,24.4,24.4,24.4
9840,PT Bayan Resources Tbk,2024-03-19,-1.0,-1.0,-1.0,44.8,44.8,44.8
9838,PT Bank Tabungan Negara (Persero) Tbk,2024-03-19,-1.0,-1.0,-1.0,22.9,22.9,22.9
9761,Prometeon Tyre Group Srl,2024-03-19,-1.0,-1.0,-1.0,12.1,12.1,12.1
9762,Promigas SA ESP,2024-03-19,-1.0,-1.0,-1.0,27.1,27.1,27.1
9763,Promociones Habitat SA,2024-03-19,-1.0,-1.0,-1.0,7.1,7.1,7.1
9764,Promotora y Operadora de Infraestructura SA,2024-03-19,-1.0,-1.0,-1.0,15.7,15.7,15.7
9765,"Pronexus, Inc. (Japan)",2024-03-19,-1.0,-1.0,-1.0,8.7,8.7,8.7
9766,Property & Building Corp. Ltd.,2024-03-19,-1.0,-1.0,-1.0,25.0,25.0,25.0
9767,Property for Industry Ltd.,2024-03-19,-1.0,-1.0,-1.0,14.6,14.6,14.6
9768,ProPetro Holding Corp.,2024-03-19,-1.0,-1.0,-1.0,31.0,31.0,31.0
9769,"PROS Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.8,18.8,18.8
9770,Prosegur Cash SA,2024-03-19,-1.0,-1.0,-1.0,18.4,18.4,18.4
9771,Prosegur Compañia de Seguridad SA,2024-03-19,-1.0,-1.0,-1.0,16.6,16.6,16.6
9772,ProSiebenSat.1 Media SE,2024-03-19,-1.0,-1.0,-1.0,12.5,12.5,12.5
9773,Prospect Capital Corp.,2024-03-19,-1.0,-1.0,-1.0,34.1,34.1,34.1
9774,"Prosperity Bancshares, Inc.",2024-03-19,-1.0,-1.0,-1.0,25.4,25.4,25.4
9775,Prosperity Real Estate Investment Trust,2024-03-19,-1.0,-1.0,-1.0,10.7,10.7,10.7
9776,Prosus NV,2024-03-19,-1.0,-1.0,-1.0,16.1,16.1,16.1
9777,"Protagonist Therapeutics, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.6,27.6,27.6
9778,"Protalix Biotherapeutics, Inc.",2024-03-19,-1.0,-1.0,-1.0,28.2,28.2,28.2
9779,Protector Forsikring ASA,2024-03-19,-1.0,-1.0,-1.0,26.1,26.1,26.1
9780,Proterial Ltd.,2024-03-19,-1.0,-1.0,-1.0,38.3,38.3,38.3
9781,"Proterra, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.4,27.4,27.4
9782,Prothena Corp. Plc,2024-03-19,-1.0,-1.0,-1.0,23.2,23.2,23.2
9783,Proto Corp.,2024-03-19,-1.0,-1.0,-1.0,15.1,15.1,15.1
9760,Proman AG,2024-03-19,-1.0,-1.0,-1.0,23.4,23.4,23.4
9784,"Proto Labs, Inc.",2024-03-19,-1.0,-1.0,-1.0,25.7,25.7,25.7
9759,"Prologis, Inc.",2024-03-19,-1.0,-1.0,-1.0,10.3,10.3,10.3
9757,ProKidney Corp.,2024-03-19,-1.0,-1.0,-1.0,27.8,27.8,27.8
9734,Prism Johnson Ltd.,2024-03-19,-1.0,-1.0,-1.0,29.6,29.6,29.6
9735,Privi Speciality Chemicals Ltd.,2024-03-19,-1.0,-1.0,-1.0,40.7,40.7,40.7
9736,"Privia Health Group, Inc.",2024-03-19,-1.0,-1.0,-1.0,20.1,20.1,20.1
9737,Pro Medicus Ltd.,2024-03-19,-1.0,-1.0,-1.0,20.0,20.0,20.0
9738,Proact IT Group AB,2024-03-19,-1.0,-1.0,-1.0,21.7,21.7,21.7
9739,ProAssurance Corp.,2024-03-19,-1.0,-1.0,-1.0,31.3,31.3,31.3
9740,Probi AB,2024-03-19,-1.0,-1.0,-1.0,24.8,24.8,24.8
9741,PROCEPT BioRobotics Corp.,2024-03-19,-1.0,-1.0,-1.0,28.6,28.6,28.6
9742,"Procore Technologies, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.0,18.0,18.0
9743,"Procrea Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,33.1,33.1,33.1
9744,Procter & Gamble Co.,2024-03-19,-1.0,-1.0,-1.0,27.9,27.9,27.9
9745,Procter & Gamble Health Ltd.,2024-03-19,-1.0,-1.0,-1.0,32.8,32.8,32.8
9746,Procter & Gamble Hygiene & Health Care Ltd.,2024-03-19,-1.0,-1.0,-1.0,26.1,26.1,26.1
9747,Productive Technologies Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,44.7,44.7,44.7
9748,ProfilGruppen AB,2024-03-19,-1.0,-1.0,-1.0,27.9,27.9,27.9
9749,Profoto Holding AB,2024-03-19,-1.0,-1.0,-1.0,20.6,20.6,20.6
9750,ProFrac Holding Corp.,2024-03-19,-1.0,-1.0,-1.0,33.6,33.6,33.6
9751,"PROG Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.4,18.4,18.4
9752,"Progress Energy, Inc.",2024-03-19,-1.0,-1.0,-1.0,33.6,33.6,33.6
9753,Progress Software Corp.,2024-03-19,-1.0,-1.0,-1.0,18.7,18.7,18.7
9754,Progressive Corp.,2024-03-19,-1.0,-1.0,-1.0,20.5,20.5,20.5
9755,"Progyny, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.4,18.4,18.4
9756,Projektengagemang Sweden AB,2024-03-19,-1.0,-1.0,-1.0,33.3,33.3,33.3
9758,Prologis Property Mexico SA de CV,2024-03-19,-1.0,-1.0,-1.0,9.9,9.9,9.9
9839,PT Barito Pacific Tbk,2024-03-19,-1.0,-1.0,-1.0,24.0,24.0,24.0
9785,Providence St. Joseph Health,2024-03-19,-1.0,-1.0,-1.0,21.8,21.8,21.8
9787,Proximus SA,2024-03-19,-1.0,-1.0,-1.0,18.9,18.9,18.9
9815,PT Astra International Tbk,2024-03-19,-1.0,-1.0,-1.0,33.4,33.4,33.4
9816,PT Astra Otoparts Tbk,2024-03-19,-1.0,-1.0,-1.0,18.2,18.2,18.2
9817,PT Astrindo Nusantara Infrastruktur Tbk,2024-03-19,-1.0,-1.0,-1.0,19.0,19.0,19.0
9818,PT Austindo Nusantara Jaya Tbk,2024-03-19,-1.0,-1.0,-1.0,15.4,15.4,15.4
9819,PT Avia Avian Tbk,2024-03-19,-1.0,-1.0,-1.0,21.9,21.9,21.9
9820,PT Bank Aladin Syariah Tbk,2024-03-19,-1.0,-1.0,-1.0,22.2,22.2,22.2
9821,PT Bank BTPN Syariah Tbk,2024-03-19,-1.0,-1.0,-1.0,28.5,28.5,28.5
9822,PT Bank Central Asia Tbk,2024-03-19,-1.0,-1.0,-1.0,22.7,22.7,22.7
9823,PT Bank CIMB Niaga Tbk,2024-03-19,-1.0,-1.0,-1.0,23.8,23.8,23.8
9824,PT Bank Danamon Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,23.1,23.1,23.1
9825,PT Bank Ina Perdana Tbk,2024-03-19,-1.0,-1.0,-1.0,26.2,26.2,26.2
9826,PT Bank Jago Tbk,2024-03-19,-1.0,-1.0,-1.0,28.5,28.5,28.5
9827,PT Bank KB Bukopin Tbk,2024-03-19,-1.0,-1.0,-1.0,33.8,33.8,33.8
9828,PT Bank Mandiri (Persero) Tbk,2024-03-19,-1.0,-1.0,-1.0,28.2,28.2,28.2
9829,PT Bank Negara Indonesia (Persero) Tbk,2024-03-19,-1.0,-1.0,-1.0,21.4,21.4,21.4
9830,PT Bank Neo Commerce Tbk,2024-03-19,-1.0,-1.0,-1.0,31.7,31.7,31.7
9831,PT Bank OCBC NISP Tbk,2024-03-19,-1.0,-1.0,-1.0,26.9,26.9,26.9
9832,PT Bank Pan Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,30.9,30.9,30.9
9833,PT Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,2024-03-19,-1.0,-1.0,-1.0,29.8,29.8,29.8
9834,PT Bank Pembangunan Daerah Jawa Timur Tbk,2024-03-19,-1.0,-1.0,-1.0,22.6,22.6,22.6
9835,PT Bank Rakyat Indonesia (Persero) Tbk,2024-03-19,-1.0,-1.0,-1.0,18.8,18.8,18.8
9836,PT Bank Raya Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,24.8,24.8,24.8
9837,PT Bank Syariah Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,27.3,27.3,27.3
9814,PT Astra Agro Lestari Tbk,2024-03-19,-1.0,-1.0,-1.0,45.7,45.7,45.7
9786,"Provident Financial Services, Inc.",2024-03-19,-1.0,-1.0,-1.0,29.8,29.8,29.8
9813,PT Arkora Hydro,2024-03-19,-1.0,-1.0,-1.0,41.4,41.4,41.4
9811,PT Allo Bank Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,29.4,29.4,29.4
9788,"Prudential Financial, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.9,18.9,18.9
9789,Prudential Plc,2024-03-19,-1.0,-1.0,-1.0,16.3,16.3,16.3
9790,Pruksa Holding Public Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,15.8,15.8,15.8
9791,Prysmian SpA,2024-03-19,-1.0,-1.0,-1.0,16.6,16.6,16.6
9792,PSC Insurance Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,24.8,24.8,24.8
9793,PSG Corporation Public Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,43.6,43.6,43.6
9794,PSG Financial Services Ltd.,2024-03-19,-1.0,-1.0,-1.0,32.2,32.2,32.2
9795,PSI Software SE,2024-03-19,-1.0,-1.0,-1.0,24.7,24.7,24.7
9796,"PSK, Inc.",2024-03-19,-1.0,-1.0,-1.0,30.3,30.3,30.3
9797,"PSP Capital, Inc.",2024-03-19,-1.0,-1.0,-1.0,26.3,26.3,26.3
9798,PSP Swiss Property AG,2024-03-19,-1.0,-1.0,-1.0,17.1,17.1,17.1
9799,PSS Generation Station LP,2024-03-19,-1.0,-1.0,-1.0,34.1,34.1,34.1
9800,PT ABM Investama Tbk,2024-03-19,-1.0,-1.0,-1.0,42.5,42.5,42.5
9801,PT ACE Hardware Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,19.0,19.0,19.0
9802,PT Adaro Energy Indonesia Tbk,2024-03-19,-1.0,-1.0,-1.0,43.9,43.9,43.9
9803,PT Adaro Indonesia,2024-03-19,-1.0,-1.0,-1.0,50.7,50.7,50.7
9804,PT Adaro Minerals Indonesia,2024-03-19,-1.0,-1.0,-1.0,53.1,53.1,53.1
9805,PT Adhi Karya (Persero) Tbk,2024-03-19,-1.0,-1.0,-1.0,40.3,40.3,40.3
9806,PT Adi Sarana Armada Tbk,2024-03-19,-1.0,-1.0,-1.0,19.2,19.2,19.2
9807,PT Agung Podomoro Land Tbk,2024-03-19,-1.0,-1.0,-1.0,26.7,26.7,26.7
9808,PT AKR Corporindo Tbk,2024-03-19,-1.0,-1.0,-1.0,26.0,26.0,26.0
9809,PT Alam Sutera Realty Tbk,2024-03-19,-1.0,-1.0,-1.0,23.2,23.2,23.2
9810,PT Alfa Energi Investama Tbk,2024-03-19,-1.0,-1.0,-1.0,52.7,52.7,52.7
9812,PT Aneka Tambang Tbk,2024-03-19,-1.0,-1.0,-1.0,40.5,40.5,40.5
9732,PRIO SA,2024-03-19,-1.0,-1.0,-1.0,63.5,63.5,63.5
9947,PT Timah Tbk,2024-03-19,-1.0,-1.0,-1.0,44.3,44.3,44.3
9949,PT Transcoal Pacific Tbk,2024-03-19,-1.0,-1.0,-1.0,25.0,25.0,25.0
10085,RAC Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.2,22.2,22.2
10086,"Raccoon Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,26.1,26.1,26.1
10087,"Rackspace Technology, Inc.",2024-03-19,-1.0,-1.0,-1.0,24.9,24.9,24.9
10088,Radian Group Inc.,2024-03-19,-1.0,-1.0,-1.0,20.6,20.6,20.6
10089,"Radiance Holdings (Group) Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,21.4,21.4,21.4
10090,"Radiant Logistics, Inc.",2024-03-19,-1.0,-1.0,-1.0,25.3,25.3,25.3
10091,Radiant Opto-Electronics Corp.,2024-03-19,-1.0,-1.0,-1.0,23.4,23.4,23.4
10092,Radico Khaitan Ltd.,2024-03-19,-1.0,-1.0,-1.0,27.9,27.9,27.9
10093,"Radium Life Tech Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,19.8,19.8,19.8
10094,"Radius Global Infrastructure, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.0,27.0,27.0
10095,"Radius Recycling, Inc.",2024-03-19,-1.0,-1.0,-1.0,14.8,14.8,14.8
10096,"RadNet, Inc.",2024-03-19,-1.0,-1.0,-1.0,31.6,31.6,31.6
10097,Radware Ltd.,2024-03-19,-1.0,-1.0,-1.0,14.2,14.2,14.2
