,Company Name,Date,Environment,Social,Governance,ESG_ratings,Final_ESG_Score,Historical_esg_score
11785,Sumitomo Electric Industries Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.8,22.8,22.8
11786,"Sumitomo Forestry Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,15.0,15.0,15.0
11787,"Sumitomo Heavy Industries, Ltd.",2024-03-19,-1.0,-1.0,-1.0,27.0,27.0,27.0
11788,Sumitomo Metal Mining Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,36.6,36.6,36.6
11789,"Sumitomo Mitsui Construction Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,36.7,36.7,36.7
11790,"Sumitomo Mitsui Finance & Leasing Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,19.6,19.6,19.6
11791,"Sumitomo Mitsui Financial Group, Inc.",2024-03-19,-1.0,-1.0,-1.0,21.4,21.4,21.4
11792,"Sumitomo Mitsui Trust Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,21.1,21.1,21.1
11793,"Sumitomo Osaka Cement Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,34.2,34.2,34.2
11794,"Sumitomo Pharma Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,22.0,22.0,22.0
11795,"Sumitomo Realty & Development Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,23.9,23.9,23.9
11796,Sumitomo Riko Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.9,22.9,22.9
11797,"Sumitomo Rubber Industries, Ltd.",2024-03-19,-1.0,-1.0,-1.0,25.1,25.1,25.1
11798,"Sumitomo Seika Chemicals Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,37.6,37.6,37.6
11799,"Sumitomo Warehouse Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,22.9,22.9,22.9
11800,Summerset Group Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,31.9,31.9,31.9
11801,"Summit Financial Group, Inc. (West Virginia)",2024-03-19,-1.0,-1.0,-1.0,30.1,30.1,30.1
11802,"Summit Hotel Properties, Inc.",2024-03-19,-1.0,-1.0,-1.0,16.2,16.2,16.2
11803,"Summit Materials, Inc.",2024-03-19,-1.0,-1.0,-1.0,38.3,38.3,38.3
11804,Summit Midstream Partners LP,2024-03-19,-1.0,-1.0,-1.0,37.1,37.1,37.1
11805,Summit Real Estate Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.7,22.7,22.7
11806,Sumou Real Estate Co.,2024-03-19,-1.0,-1.0,-1.0,26.2,26.2,26.2
11808,"Sun Communities, Inc.",2024-03-19,-1.0,-1.0,-1.0,15.4,15.4,15.4
11783,Sumitomo Corp.,2024-03-19,-1.0,-1.0,-1.0,24.9,24.9,24.9
11835,"Sungrow Power Supply Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,26.5,26.5,26.5
11837,"Suning Universal Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,24.4,24.4,24.4
11865,"Supalai Public Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,17.8,17.8,17.8
11866,"SUPCON Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,27.7,27.7,27.7
11867,Super Energy Corp. Public Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,24.2,24.2,24.2
11868,Super Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,14.3,14.3,14.3
11869,Super Hi International Holding Ltd.,2024-03-19,-1.0,-1.0,-1.0,36.1,36.1,36.1
11870,"Super Micro Computer, Inc.",2024-03-19,-1.0,-1.0,-1.0,19.5,19.5,19.5
11871,Super Retail Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,10.6,10.6,10.6
11872,Superdry Plc,2024-03-19,-1.0,-1.0,-1.0,13.2,13.2,13.2
11873,"Superior Industries International, Inc.",2024-03-19,-1.0,-1.0,-1.0,19.9,19.9,19.9
11874,Superior Plus Corp.,2024-03-19,-1.0,-1.0,-1.0,30.2,30.2,30.2
11875,Superior Plus LP,2024-03-19,-1.0,-1.0,-1.0,47.4,47.4,47.4
11876,Superloop Ltd.,2024-03-19,-1.0,-1.0,-1.0,31.7,31.7,31.7
11877,Supermarket Income REIT Plc,2024-03-19,-1.0,-1.0,-1.0,16.2,16.2,16.2
11878,Supermax Corp. Bhd.,2024-03-19,-1.0,-1.0,-1.0,18.2,18.2,18.2
11879,"Supernus Pharmaceuticals, Inc.",2024-03-19,-1.0,-1.0,-1.0,32.0,32.0,32.0
11880,"Suplet Power Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,28.9,28.9,28.9
11881,Suprajit Engineering Ltd.,2024-03-19,-1.0,-1.0,-1.0,19.1,19.1,19.1
11882,Supreme Electronics Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,12.3,12.3,12.3
11883,Supreme Industries Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.0,22.0,22.0
11884,Supreme Petrochem Ltd.,2024-03-19,-1.0,-1.0,-1.0,24.8,24.8,24.8
11885,"Surge Energy, Inc.",2024-03-19,-1.0,-1.0,-1.0,46.6,46.6,46.6
11886,"Surgery Partners, Inc.",2024-03-19,-1.0,-1.0,-1.0,38.9,38.9,38.9
11887,Surgical Science Sweden AB,2024-03-19,-1.0,-1.0,-1.0,31.9,31.9,31.9
11864,"Suofeiya Home Collection Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,17.8,17.8,17.8
11836,"SUNGWOO HITECH Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,29.4,29.4,29.4
11863,"Sunwoda Electronic Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,32.3,32.3,32.3
11861,Sunway Real Estate Investment Trust,2024-03-19,-1.0,-1.0,-1.0,12.7,12.7,12.7
11838,Sunlight Real Estate Investment Trust,2024-03-19,-1.0,-1.0,-1.0,18.9,18.9,18.9
11839,"Sunnova Energy International, Inc.",2024-03-19,-1.0,-1.0,-1.0,16.9,16.9,16.9
11840,Sunny Express Enterprises Corp.,2024-03-19,-1.0,-1.0,-1.0,18.7,18.7,18.7
11841,"Sunny Friend Environmental Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,20.2,20.2,20.2
11842,"Sunny Optical Technology (Group) Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,24.0,24.0,24.0
11843,Sunoco LP,2024-03-19,-1.0,-1.0,-1.0,47.6,47.6,47.6
11844,"Sunonwealth Electric Machine Industry Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,24.7,24.7,24.7
11845,"SunOpta, Inc.",2024-03-19,-1.0,-1.0,-1.0,33.1,33.1,33.1
11846,"Sunplus Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,28.2,28.2,28.2
11847,SunPower Corp.,2024-03-19,-1.0,-1.0,-1.0,24.2,24.2,24.2
11848,"Sunresin New Materials Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,35.3,35.3,35.3
11849,"Sunrun, Inc.",2024-03-19,-1.0,-1.0,-1.0,21.5,21.5,21.5
11850,Sunshine Insurance Group Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,38.0,38.0,38.0
11851,"Sunshine Life Insurance Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,29.5,29.5,29.5
11852,"Sunstone Hotel Investors, Inc.",2024-03-19,-1.0,-1.0,-1.0,15.4,15.4,15.4
11853,"Suntak Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,25.0,25.0,25.0
11854,Suntec Real Estate Investment Trust,2024-03-19,-1.0,-1.0,-1.0,16.0,16.0,16.0
11855,Sunteck Realty Ltd.,2024-03-19,-1.0,-1.0,-1.0,18.0,18.0,18.0
11856,Suntory Beverage & Food Ltd.,2024-03-19,-1.0,-1.0,-1.0,27.1,27.1,27.1
11857,Suntory Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,19.8,19.8,19.8
11858,Sunward Intelligent Equipment Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,35.3,35.3,35.3
11859,Sunway Bhd.,2024-03-19,-1.0,-1.0,-1.0,8.6,8.6,8.6
11860,Sunway Construction Group Bhd.,2024-03-19,-1.0,-1.0,-1.0,27.9,27.9,27.9
11862,"SUNWELS Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,38.0,38.0,38.0
11674,Star CM Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,18.7,18.7,18.7
11782,Sumitomo Chemical India Ltd.,2024-03-19,-1.0,-1.0,-1.0,30.2,30.2,30.2
11780,"Sumitomo Bakelite Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,28.4,28.4,28.4
11703,Steel Authority of India Ltd.,2024-03-19,-1.0,-1.0,-1.0,36.9,36.9,36.9
11704,"Steel Dynamics, Inc.",2024-03-19,-1.0,-1.0,-1.0,32.5,32.5,32.5
11705,"Steelcase, Inc.",2024-03-19,-1.0,-1.0,-1.0,5.3,5.3,5.3
11706,STEF,2024-03-19,-1.0,-1.0,-1.0,17.6,17.6,17.6
11707,STEICO SE,2024-03-19,-1.0,-1.0,-1.0,23.1,23.1,23.1
11708,Steinhoff International Holdings NV,2024-03-19,-1.0,-1.0,-1.0,24.1,24.1,24.1
11709,"Stelco Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,45.7,45.7,45.7
11710,Stella Chemifa Corp.,2024-03-19,-1.0,-1.0,-1.0,36.3,36.3,36.3
11711,Stella International Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,19.6,19.6,19.6
11712,"Stella-Jones, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.2,27.2,27.2
11713,Stellantis NV,2024-03-19,-1.0,-1.0,-1.0,23.4,23.4,23.4
11714,"Stellar Bancorp, Inc.",2024-03-19,-1.0,-1.0,-1.0,33.4,33.4,33.4
11715,"Stem, Inc.",2024-03-19,-1.0,-1.0,-1.0,26.4,26.4,26.4
11716,"StemRIM, Inc.",2024-03-19,-1.0,-1.0,-1.0,26.2,26.2,26.2
11717,Stendörren Fastigheter AB,2024-03-19,-1.0,-1.0,-1.0,19.1,19.1,19.1
11718,Stepan Co.,2024-03-19,-1.0,-1.0,-1.0,29.0,29.0,29.0
11719,"StepStone Group, Inc.",2024-03-19,-1.0,-1.0,-1.0,22.4,22.4,22.4
11720,"Stericycle, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.0,27.0,27.0
11721,STERIS Plc (Ireland),2024-03-19,-1.0,-1.0,-1.0,29.6,29.6,29.6
11722,"Sterling Bancorp, Inc. (Michigan)",2024-03-19,-1.0,-1.0,-1.0,32.8,32.8,32.8
11723,Sterling Check Corp.,2024-03-19,-1.0,-1.0,-1.0,20.8,20.8,20.8
11724,"Sterling Infrastructure, Inc.",2024-03-19,-1.0,-1.0,-1.0,32.7,32.7,32.7
11725,Sterlite Technologies Ltd.,2024-03-19,-1.0,-1.0,-1.0,25.8,25.8,25.8
11702,Stedin Holding NV,2024-03-19,-1.0,-1.0,-1.0,21.2,21.2,21.2
11726,Steven Madden Ltd.,2024-03-19,-1.0,-1.0,-1.0,15.7,15.7,15.7
11701,Steadfast Group Ltd. (Australia),2024-03-19,-1.0,-1.0,-1.0,22.8,22.8,22.8
11699,Statnett SF,2024-03-19,-1.0,-1.0,-1.0,20.9,20.9,20.9
11676,Star Group LP,2024-03-19,-1.0,-1.0,-1.0,42.4,42.4,42.4
11677,Star Health & Allied Insurance Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,32.4,32.4,32.4
11678,Star Holdings (United States),2024-03-19,-1.0,-1.0,-1.0,37.3,37.3,37.3
11679,"Star Micronics Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,13.8,13.8,13.8
11680,Star Petroleum Refining Public Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,34.0,34.0,34.0
11681,Starbreeze AB,2024-03-19,-1.0,-1.0,-1.0,16.9,16.9,16.9
11682,Starbucks Corp.,2024-03-19,-1.0,-1.0,-1.0,23.6,23.6,23.6
11683,Starhill Global Real Estate Investment Trust,2024-03-19,-1.0,-1.0,-1.0,18.3,18.3,18.3
11684,StarHub Ltd.,2024-03-19,-1.0,-1.0,-1.0,26.8,26.8,26.8
11685,StarPower Semiconductor Ltd.,2024-03-19,-1.0,-1.0,-1.0,28.4,28.4,28.4
11686,"Starts Corp., Inc.",2024-03-19,-1.0,-1.0,-1.0,23.0,23.0,23.0
11687,Starts Proceed Investment Corp.,2024-03-19,-1.0,-1.0,-1.0,22.8,22.8,22.8
11688,Starwood European Real Estate Finance Ltd.,2024-03-19,-1.0,-1.0,-1.0,34.8,34.8,34.8
11689,"Starwood Property Trust, Inc.",2024-03-19,-1.0,-1.0,-1.0,9.0,9.0,9.0
11690,"Starzen Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,42.0,42.0,42.0
11691,State Bank of India,2024-03-19,-1.0,-1.0,-1.0,22.6,22.6,22.6
11692,"State Development & Investment Corp., Ltd.",2024-03-19,-1.0,-1.0,-1.0,46.9,46.9,46.9
11693,State Grid Corp. of China,2024-03-19,-1.0,-1.0,-1.0,37.2,37.2,37.2
11694,"State Grid Information & Communication Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,29.0,29.0,29.0
11695,"State Grid Yingda Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,28.7,28.7,28.7
11696,"State Power Investment Corp., Ltd.",2024-03-19,-1.0,-1.0,-1.0,41.6,41.6,41.6
11697,State Street Corp.,2024-03-19,-1.0,-1.0,-1.0,24.5,24.5,24.5
11698,Statkraft AS,2024-03-19,-1.0,-1.0,-1.0,12.5,12.5,12.5
11700,"STCube, Inc.",2024-03-19,-1.0,-1.0,-1.0,34.1,34.1,34.1
11781,"Sumitomo Chemical Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,29.5,29.5,29.5
11727,Stewart Information Services Corp.,2024-03-19,-1.0,-1.0,-1.0,28.4,28.4,28.4
11729,Stifel Financial Corp.,2024-03-19,-1.0,-1.0,-1.0,26.3,26.3,26.3
11757,Stride Property Group,2024-03-19,-1.0,-1.0,-1.0,15.0,15.0,15.0
11758,"Stride, Inc.",2024-03-19,-1.0,-1.0,-1.0,14.6,14.6,14.6
11759,Strides Pharma Science Ltd.,2024-03-19,-1.0,-1.0,-1.0,36.8,36.8,36.8
11760,"STRIKE Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,34.9,34.9,34.9
11761,Strike Energy Ltd.,2024-03-19,-1.0,-1.0,-1.0,52.3,52.3,52.3
11762,Strix Group Plc,2024-03-19,-1.0,-1.0,-1.0,18.5,18.5,18.5
11763,Ströer SE & Co. KGaA,2024-03-19,-1.0,-1.0,-1.0,13.6,13.6,13.6
11764,Stryker Corp.,2024-03-19,-1.0,-1.0,-1.0,24.6,24.6,24.6
11765,STS Holding SA,2024-03-19,-1.0,-1.0,-1.0,26.1,26.1,26.1
11766,"Studio Alice Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,20.1,20.1,20.1
11767,Studio City Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,21.7,21.7,21.7
11768,Studio Dragon Corp.,2024-03-19,-1.0,-1.0,-1.0,17.3,17.3,17.3
11769,Studsvik AB,2024-03-19,-1.0,-1.0,-1.0,21.0,21.0,21.0
11770,"Sturm, Ruger & Co., Inc.",2024-03-19,-1.0,-1.0,-1.0,33.4,33.4,33.4
11771,STV Group Plc,2024-03-19,-1.0,-1.0,-1.0,14.5,14.5,14.5
11772,Subaru Corp.,2024-03-19,-1.0,-1.0,-1.0,30.4,30.4,30.4
11773,Subsea 7 SA,2024-03-19,-1.0,-1.0,-1.0,17.3,17.3,17.3
11774,Suburban Propane Partners LP,2024-03-19,-1.0,-1.0,-1.0,39.5,39.5,39.5
11775,Südzucker AG,2024-03-19,-1.0,-1.0,-1.0,31.9,31.9,31.9
11776,"Sugi Holdings Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,24.6,24.6,24.6
11777,Sulzer AG,2024-03-19,-1.0,-1.0,-1.0,20.2,20.2,20.2
11778,SUMCO Corp.,2024-03-19,-1.0,-1.0,-1.0,30.2,30.2,30.2
11779,Sumida Corp.,2024-03-19,-1.0,-1.0,-1.0,23.6,23.6,23.6
11756,STRAX AB,2024-03-19,-1.0,-1.0,-1.0,35.6,35.6,35.6
11728,SThree Plc,2024-03-19,-1.0,-1.0,-1.0,12.7,12.7,12.7
11755,Strauss Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,24.9,24.9,24.9
11753,Strathcona Resources Ltd.,2024-03-19,-1.0,-1.0,-1.0,45.3,45.3,45.3
11730,Stillfront Group AB,2024-03-19,-1.0,-1.0,-1.0,16.3,16.3,16.3
11731,"Stitch Fix, Inc.",2024-03-19,-1.0,-1.0,-1.0,16.1,16.1,16.1
11732,STMicroelectronics NV,2024-03-19,-1.0,-1.0,-1.0,16.4,16.4,16.4
11733,"STO Express Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,27.7,27.7,27.7
11734,Sto SE & Co. KGaA,2024-03-19,-1.0,-1.0,-1.0,30.6,30.6,30.6
11735,"Stock Yards Bancorp, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.8,27.8,27.8
11736,Stockland,2024-03-19,-1.0,-1.0,-1.0,9.8,9.8,9.8
11737,Stockland Trust Management Ltd.,2024-03-19,-1.0,-1.0,-1.0,5.8,5.8,5.8
11738,Stockwik Förvaltning AB,2024-03-19,-1.0,-1.0,-1.0,12.1,12.1,12.1
11739,"Stoke Therapeutics, Inc.",2024-03-19,-1.0,-1.0,-1.0,25.2,25.2,25.2
11740,Stolt-Nielsen Ltd.,2024-03-19,-1.0,-1.0,-1.0,21.4,21.4,21.4
11741,StoneCo Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.6,22.6,22.6
11742,"Stoneridge, Inc.",2024-03-19,-1.0,-1.0,-1.0,22.9,22.9,22.9
11743,"StoneX Group, Inc.",2024-03-19,-1.0,-1.0,-1.0,34.8,34.8,34.8
11744,Stora Enso Oyj,2024-03-19,-1.0,-1.0,-1.0,14.4,14.4,14.4
11745,"StorageVault Canada, Inc.",2024-03-19,-1.0,-1.0,-1.0,25.5,25.5,25.5
11746,Storebrand ASA,2024-03-19,-1.0,-1.0,-1.0,20.0,20.0,20.0
11747,Storskogen Group AB,2024-03-19,-1.0,-1.0,-1.0,42.5,42.5,42.5
11748,STRABAG SE,2024-03-19,-1.0,-1.0,-1.0,33.8,33.8,33.8
11749,Strata Power Corp.,2024-03-19,-1.0,-1.0,-1.0,57.2,57.2,57.2
11750,Stratasys Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.0,22.0,22.0
11751,STRATEC SE,2024-03-19,-1.0,-1.0,-1.0,17.9,17.9,17.9
11752,"Strategic Education, Inc.",2024-03-19,-1.0,-1.0,-1.0,16.4,16.4,16.4
11754,Straumann Holding AG,2024-03-19,-1.0,-1.0,-1.0,22.4,22.4,22.4
7145,"Konfoong Materials International Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,27.4,27.4,27.4
7022,Khon Kaen Sugar Industry Public Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,41.1,41.1,41.1
7143,Kone Oyj,2024-03-19,-1.0,-1.0,-1.0,16.6,16.6,16.6
2537,"Chanjet Information Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,24.0,24.0,24.0
2538,"Channel Well Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,25.9,25.9,25.9
2539,Chaoju Eye Care Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,25.8,25.8,25.8
2540,"Chaozhou Three-Circle (Group) Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,26.0,26.0,26.0
2541,"Charge Enterprises, Inc.",2024-03-19,-1.0,-1.0,-1.0,21.2,21.2,21.2
2542,"ChargePoint Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,19.6,19.6,19.6
2543,Chargeurs SA,2024-03-19,-1.0,-1.0,-1.0,17.6,17.6,17.6
2544,"Charles River Laboratories International, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.7,18.7,18.7
2545,"Charoen Pokphand Enterprise (Taiwan) Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,36.0,36.0,36.0
2546,Charoen Pokphand Foods Public Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,34.0,34.0,34.0
2536,Changzhou Xingyu Automotive Lighting Systems Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,26.4,26.4,26.4
2547,"Chart Industries, Inc.",2024-03-19,-1.0,-1.0,-1.0,30.2,30.2,30.2
2549,"Charter Communications, Inc.",2024-03-19,-1.0,-1.0,-1.0,24.2,24.2,24.2
2550,Charter Hall Group,2024-03-19,-1.0,-1.0,-1.0,10.8,10.8,10.8
2551,Charter Hall Long WALE REIT,2024-03-19,-1.0,-1.0,-1.0,12.3,12.3,12.3
2552,Charter Hall Retail REIT,2024-03-19,-1.0,-1.0,-1.0,11.9,11.9,11.9
2553,Charter Hall Social Infrastructure REIT,2024-03-19,-1.0,-1.0,-1.0,8.8,8.8,8.8
2554,Chartwell Retirement Residences,2024-03-19,-1.0,-1.0,-1.0,18.4,18.4,18.4
2555,Chase Corp.,2024-03-19,-1.0,-1.0,-1.0,29.4,29.4,29.4
2556,Chatham Lodging Trust,2024-03-19,-1.0,-1.0,-1.0,15.3,15.3,15.3
2557,CHC Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,30.3,30.3,30.3
2558,CHC Healthcare Group,2024-03-19,-1.0,-1.0,-1.0,16.9,16.9,16.9
2548,Charter Communications Operating LLC,2024-03-19,-1.0,-1.0,-1.0,15.4,15.4,15.4
2535,"Changzhou Qianhong Biopharma Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,36.8,36.8,36.8
2534,"Changjiang Securities Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,36.3,36.3,36.3
2533,"CHANGE Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,25.0,25.0,25.0
2510,"CF Industries Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,29.7,29.7,29.7
2511,CG Power & Industrial Solutions Ltd.,2024-03-19,-1.0,-1.0,-1.0,26.2,26.2,26.2
2512,CGG,2024-03-19,-1.0,-1.0,-1.0,15.3,15.3,15.3
2513,"CGI, Inc.",2024-03-19,-1.0,-1.0,-1.0,15.4,15.4,15.4
2514,"CGN New Energy Holdings Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,36.9,36.9,36.9
2515,"CGN Nuclear Technology Development Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,37.3,37.3,37.3
2516,"CGN Power Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,28.5,28.5,28.5
2517,CH. Karnchang Public Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,37.1,37.1,37.1
2518,"Cha Biotech Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,32.3,32.3,32.3
2519,"Chacha Food Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,36.7,36.7,36.7
2520,"Chailease Holding Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,16.3,16.3,16.3
2521,Chalet Hotels Ltd.,2024-03-19,-1.0,-1.0,-1.0,28.7,28.7,28.7
2522,Chalice Mining Ltd.,2024-03-19,-1.0,-1.0,-1.0,32.6,32.6,32.6
2523,Challenger Ltd.,2024-03-19,-1.0,-1.0,-1.0,18.3,18.3,18.3
2524,Chambal Fertilisers & Chemicals Ltd.,2024-03-19,-1.0,-1.0,-1.0,43.3,43.3,43.3
2525,Champion Iron Ltd.,2024-03-19,-1.0,-1.0,-1.0,29.7,29.7,29.7
2526,Champion Real Estate Investment Trust,2024-03-19,-1.0,-1.0,-1.0,13.9,13.9,13.9
2527,ChampionX Corp.,2024-03-19,-1.0,-1.0,-1.0,23.3,23.3,23.3
2528,Chang Hwa Commercial Bank Ltd.,2024-03-19,-1.0,-1.0,-1.0,18.0,18.0,18.0
2529,"Chang Wah Electromaterials, Inc.",2024-03-19,-1.0,-1.0,-1.0,12.8,12.8,12.8
2530,"Chang Wah Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,31.4,31.4,31.4
2531,"Changchun FAWAY Automobile Components Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,25.3,25.3,25.3
2532,"Changchun High & New Technology Industries (Group), Inc.",2024-03-19,-1.0,-1.0,-1.0,28.5,28.5,28.5
2559,Check Point Software Technologies Ltd.,2024-03-19,-1.0,-1.0,-1.0,18.1,18.1,18.1
2560,"Cheesecake Factory, Inc.",2024-03-19,-1.0,-1.0,-1.0,26.2,26.2,26.2
2561,"Chegg, Inc.",2024-03-19,-1.0,-1.0,-1.0,7.4,7.4,7.4
2562,"Cheil Worldwide, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.4,18.4,18.4
2590,Chesapeake Energy Corp.,2024-03-19,-1.0,-1.0,-1.0,41.1,41.1,41.1
2591,Chesapeake Utilities Corp.,2024-03-19,-1.0,-1.0,-1.0,35.9,35.9,35.9
2592,Chesnara Plc,2024-03-19,-1.0,-1.0,-1.0,29.5,29.5,29.5
2593,Chevron Corp.,2024-03-19,-1.0,-1.0,-1.0,36.8,36.8,36.8
2594,Chevron Phillips Chemical Co. LLC,2024-03-19,-1.0,-1.0,-1.0,31.7,31.7,31.7
2595,"Chevron U.S.A., Inc.",2024-03-19,-1.0,-1.0,-1.0,49.5,49.5,49.5
2596,"Chewy, Inc.",2024-03-19,-1.0,-1.0,-1.0,29.2,29.2,29.2
2597,Chia Hsin Cement Corp.,2024-03-19,-1.0,-1.0,-1.0,34.5,34.5,34.5
2598,"Chicago Atlantic Real Estate Finance, Inc.",2024-03-19,-1.0,-1.0,-1.0,21.8,21.8,21.8
2599,"Chico's FAS, Inc.",2024-03-19,-1.0,-1.0,-1.0,15.0,15.0,15.0
2600,"Chicony Electronics Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,14.3,14.3,14.3
2601,"Chicony Power Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,16.2,16.2,16.2
2602,Chief Telecom Inc.,2024-03-19,-1.0,-1.0,-1.0,30.4,30.4,30.4
2603,"Chifeng Jilong Gold Mining Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,47.8,47.8,47.8
2604,"Chilled & Frozen Logistics Holdings Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,20.4,20.4,20.4
2605,Chimera Investment Corp.,2024-03-19,-1.0,-1.0,-1.0,15.1,15.1,15.1
2606,"Chimney Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,36.1,36.1,36.1
2607,Chin Hin Group Bhd.,2024-03-19,-1.0,-1.0,-1.0,27.0,27.0,27.0
2608,"Chin-Poon Industrial Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,16.7,16.7,16.7
2609,China Aircraft Leasing Group Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.3,22.3,22.3
2610,China Airlines Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.1,22.1,22.1
2611,China Aluminum International Engineering Corp. Ltd.,2024-03-19,-1.0,-1.0,-1.0,46.9,46.9,46.9
2612,China Aoyuan Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,24.5,24.5,24.5
2589,Chervon Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,25.6,25.6,25.6
2509,CEZ as,2024-03-19,-1.0,-1.0,-1.0,29.4,29.4,29.4
2588,Chennai Petroleum Corp. Ltd.,2024-03-19,-1.0,-1.0,-1.0,44.8,44.8,44.8
2586,Cheniere Energy Partners LP,2024-03-19,-1.0,-1.0,-1.0,29.9,29.9,29.9
